
1463565816674,16819
1463565816720,17190
1463565816824,15782
1463565816870,18478
1463565816929,16263
1463565816974,14805
1463565817020,12649
1463565817079,14245
1463565817169,14460
1463565817229,14765
1463565817274,19258
1463565817320,18684
1463565817365,18084
1463565817469,16772
1463565817515,16319
1463565817574,15975
1463565817620,16103
1463565817679,16057
1463565817725,15898
1463565817829,16560
1463565817874,15679
1463565817920,16176
1463565817980,16133
1463565818069,16151
1463565818114,16012
1463565818160,16244
1463565818205,16008
1463565818264,15986
1463565818368,16193
1463565818413,15549
1463565818460,16059
1463565818519,15043
1463565818564,15474
1463565818669,17452
1463565818714,16621
1463565818759,16255
1463565818819,15997
1463565818864,17642
1463565818914,20539
1463565819014,16982
1463565819060,19614
1463565819119,7192
1463565819164,17497
1463565819210,13311
1463565819314,18714
1463565819374,17254
1463565819404,14668
1463565819450,17990
1463565819509,14083
1463565819599,14411
1463565819659,16116
1463565819705,15696
1463565819750,15374
1463565819809,15884
1463565819901,15506
1463565819959,15149
1463565820004,14275
1463565820050,15266
1463565820109,18230
1463565820155,14930
1463565820259,18554
1463565820305,14754
1463565820350,15244
1463565820409,16296
1463565820455,16334
1463565820559,17045
1463565820605,9231
1463565820650,22628
1463565820709,23292
1463565820755,6987
1463565820859,16952
1463565820905,16167
1463565820950,9078
1463565821009,11693
1463565821055,7926
1463565821100,23915
1463565821204,28359
1463565821249,16731
1463565821295,24088
1463565821340,23245
1463565821444,19146
1463565821504,16057
1463565821550,16399
1463565821609,15217
1463565821654,13525
1463565821700,17660
1463565821804,26085
1463565821849,17801
1463565821909,16781
1463565821969,16571
1463565822001,18194
1463565822104,16852
1463565822150,18139
1463565822209,18695
1463565822254,24172
1463565822299,28285
1463565822405,22955
1463565822450,21136
1463565822510,16856
1463565822554,15449
1463565822615,16727
1463565822660,11295
1463565822719,13921
1463565822824,21035
1463565822870,21075
1463565822929,20582
1463565822974,20259
1463565823020,15087
1463565823079,13431
1463565823125,13081
1463565823229,13577
1463565823276,13911
1463565823320,18030
1463565823379,19201
1463565823425,15463
1463565823529,16173
1463565823575,18129
1463565823620,17228
1463565823679,21696
1463565823725,20350
1463565823770,13677
1463565823875,16662
1463565823920,19097
1463565823980,19555
1463565824026,20466
1463565824070,18148
1463565824189,15275
1463565824220,11141
1463565824265,10283
1463565824325,13377
1463565824384,22814
1463565824489,22583
1463565824520,23700
1463565824579,17711
1463565824625,16110
1463565824671,16006
1463565824729,16937
1463565824834,15339
1463565824879,16881
1463565824925,19587
1463565824984,25957
1463565825015,17801
1463565825119,24110
1463565825165,24526
1463565825211,21631
1463565825284,18519
1463565825361,13457
1463565825419,10638
1463565825479,8881
1463565825554,26832
1463565825584,28757
1463565825615,27782
1463565825719,12145
1463565825765,11188
1463565825810,9243
1463565825855,4958
1463565825959,16507
1463565826019,33220
1463565826050,24757
1463565826095,14317
1463565826154,18384
1463565826244,19403
1463565826290,13985
1463565826335,16615
1463565826394,13301
1463565826485,14512
1463565826544,15250
1463565826591,14875
1463565826635,16797
1463565826709,22493
1463565826785,28109
1463565826830,25890
1463565826904,20801
1463565826934,18213
1463565826994,14496
1463565827084,14291
1463565827129,16790
1463565827189,19008
1463565827235,20361
1463565827280,22969
1463565827384,24477
1463565827429,21112
1463565827475,19948
1463565827521,20948
1463565827579,17432
1463565827670,13825
1463565827729,12994
1463565827776,12663
1463565827821,12278
1463565827879,16131
1463565827984,22231
1463565828029,25744
1463565828089,21780
1463565828135,19094
1463565828180,16962
1463565828239,17014
1463565828285,16543
1463565828419,16908
1463565828449,16247
1463565828480,19371
1463565828539,21804
1463565828585,23279
1463565828689,21892
1463565828736,24424
1463565828781,19167
1463565828839,12753
1463565828885,25936
1463565828989,14695
1463565829036,12600
1463565829080,12916
1463565829139,10992
1463565829185,12812
1463565829230,25336
1463565829336,26778
1463565829380,19349
1463565829439,17962
1463565829484,17303
1463565829530,17376
1463565829636,19060
1463565829680,19794
1463565829739,27396
1463565829786,19242
1463565829830,26004
1463565829889,22980
1463565829980,18720
1463565830040,15251
1463565830099,11875
1463565830129,10509
1463565830220,11248
1463565830294,12211
1463565830326,24291
1463565830384,29038
1463565830429,18801
1463565830520,16861
1463565830565,18870
1463565830624,21113
1463565830671,20589
1463565830715,18812
1463565830819,18998
1463565830865,18791
1463565830924,15240
1463565830970,13602
1463565831030,15962
1463565831089,36956
1463565831134,31270
1463565831225,9543
1463565831284,13126
1463565831345,26099
1463565831389,26326
1463565831435,20490
1463565831525,15293
1463565831599,30498
1463565831631,22091
1463565831675,14102
1463565831734,35017
1463565831839,40235
1463565831885,11520
1463565831930,12013
1463565831975,17346
1463565832021,19152
1463565832124,23187
1463565832170,22998
1463565832216,20455
1463565832275,15027
1463565832320,16404
1463565832411,13052
1463565832469,8235
1463565832515,27121
1463565832560,33274
1463565832619,36863
1463565832711,22421
1463565832769,27020
1463565832815,19207
1463565832860,15172
1463565832905,20456
1463565833026,15116
1463565833069,15712
1463565833115,17087
1463565833160,16014
1463565833205,15993
1463565833309,20244
1463565833355,17350
1463565833400,21775
1463565833445,22628
1463565833551,18202
1463565833609,16457
1463565833654,16349
1463565833701,17283
1463565833759,18402
1463565833804,19047
1463565833895,16441
1463565833954,16407
1463565834000,17101
1463565834074,15483
1463565834104,19770
1463565834195,20913
1463565834241,20478
1463565834285,26151
1463565834344,15560
1463565834435,16571
1463565834481,19219
1463565834539,17520
1463565834584,20334
1463565834675,20071
1463565834721,18204
1463565834779,19671
1463565834825,17623
1463565834871,15687
1463565834975,15014
1463565835034,15401
1463565835079,15895
1463565835125,16094
1463565835171,16713
1463565835229,17020
1463565835320,18057
1463565835365,21574
1463565835410,18397
1463565835469,17317
1463565835561,17989
1463565835605,35523
1463565835664,16598
1463565835710,15422
1463565835755,16055
1463565835860,17253
1463565835905,18702
1463565835964,18785
1463565836010,15969
1463565836084,14850
1463565836159,14767
1463565836205,13598
1463565836250,18076
1463565836309,21553
1463565836354,18784
1463565836445,18155
1463565836504,16999
1463565836551,16600
1463565836609,16253
1463565836654,16657
1463565836745,17259
1463565836819,19125
1463565836851,14550
1463565836909,18362
1463565836955,18563
1463565837061,15955
1463565837134,14611
1463565837166,14805
1463565837225,15275
1463565837270,16265
1463565837344,18921
1463565837374,21174
1463565837420,15529
1463565837526,13135
1463565837570,19313
1463565837629,19714
1463565837674,16123
1463565837720,18277
1463565837810,24651
1463565837870,23172
1463565837915,19161
1463565837960,22850
1463565838020,26440
1463565838110,12499
1463565838169,11590
1463565838214,7095
1463565838261,8579
1463565838305,25885
1463565838410,19944
1463565838469,19783
1463565838515,20987
1463565838560,18775
1463565838620,16792
1463565838710,17251
1463565838755,17732
1463565838814,16840
1463565838859,18111
1463565838906,19584
1463565839009,20612
1463565839056,20797
1463565839115,17820
1463565839159,16958
1463565839204,11976
1463565839295,26676
1463565839340,32484
1463565839386,46356
1463565839445,30902
1463565839535,15108
1463565839580,23671
1463565839640,51992
1463565839685,38647
1463565839730,45577
1463565839834,20896
1463565839879,18127
1463565839926,28623
1463565839971,25183
1463565840104,21914
1463565840134,18878
1463565840181,19020
1463565840225,22775
1463565840284,18334
1463565840329,15842
1463565840420,16336
1463565840480,14738
1463565840525,12956
1463565840571,13661
1463565840615,15993
1463565840720,16968
1463565840765,14272
1463565840825,16520
1463565840871,17764
1463565840930,18672
1463565841021,17963
1463565841079,18307
1463565841139,17330
1463565841185,15694
1463565841215,14945
1463565841320,16573
1463565841364,15700
1463565841411,17133
1463565841470,19492
1463565841515,19886
1463565841620,15577
1463565841664,16917
1463565841710,18085
1463565841770,15156
1463565841814,15822
1463565841919,16793
1463565841964,16909
1463565842011,17255
1463565842070,19101
1463565842145,19086
1463565842175,19493
1463565842265,20399
